TRIPID,YEAR,MONTH,DAY,NPASS,CLOUD8AM,RAIN8AM,VIS8AM,RAIN,NGWHAL,DURNAZ,DURNTOT,VIS,RGWHAL,LRGWHAL
124.0,2.0,7.0,2.0,25.0,1.0,0.0,5.0,0.0,6.0,139.0,193.0,10.0,0.04316546767950058,-2.9343461990356445
125.0,2.0,8.0,1.0,84.0,3.0,0.0,10.0,0.0,1.0,114.0,176.0,5.0,0.008771929889917374,-3.9753925800323486
126.0,2.0,7.0,18.0,90.0,3.0,0.0,10.0,0.0,5.0,145.0,215.0,10.0,0.03448275849223137,-3.1126534938812256
127.0,2.0,6.0,24.0,79.0,1.0,0.0,10.0,0.0,3.0,122.0,186.0,5.0,0.02459016442298889,-3.3641860485076904
128.0,2.0,5.0,11.0,93.0,7.0,1.0,10.0,0.0,2.0,143.0,211.0,5.0,0.0139860138297081,-3.7302844524383545
129.0,2.0,6.0,20.0,90.0,1.0,0.0,10.0,0.0,1.0,125.0,179.0,10.0,0.00800000037997961,-4.017383575439453
130.0,2.0,6.0,21.0,100.0,6.0,2.0,0.10000000149011612,2.0,0.0,138.0,200.0,0.5,0.0,-4.605170249938965
131.0,2.0,7.0,24.0,29.0,0.0,0.0,10.0,0.0,2.0,121.0,182.0,5.0,0.01652892492711544,-3.6295197010040283
132.0,2.0,8.0,24.0,57.0,2.0,0.0,10.0,0.0,4.0,148.0,206.0,5.0,0.027027027681469917,-3.296107053756714
133.0,2.0,6.0,20.0,42.0,0.0,0.0,5.0,0.0,1.0,79.0,142.0,10.0,0.012658228166401386,-3.7872321605682373
134.0,2.0,8.0,4.0,75.0,7.0,0.0,10.0,0.0,2.0,99.0,167.0,5.0,0.020202020183205605,-3.4998464584350586
135.0,2.0,6.0,17.0,72.0,1.0,0.0,5.0,0.0,2.0,81.0,141.0,5.0,0.02469135820865631,-3.361264705657959
136.0,2.0,9.0,6.0,26.0,3.0,0.0,1.0,0.0,0.0,84.0,151.0,1.0,0.0,-4.605170249938965
137.0,2.0,9.0,13.0,45.0,2.0,0.0,5.0,0.0,0.0,102.0,160.0,1.0,0.0,-4.605170249938965
138.0,2.0,6.0,27.0,73.0,1.0,1.0,1.0,0.0,6.0,149.0,212.0,5.0,0.04026845470070839,-2.990377426147461
139.0,2.0,7.0,18.0,25.0,6.0,1.0,5.0,0.0,1.0,136.0,190.0,1.0,0.007352941203862429,-4.053993225097656
140.0,2.0,7.0,22.0,61.0,4.0,1.0,1.0,1.0,0.0,128.0,183.0,5.0,0.0,-4.605170249938965
141.0,2.0,7.0,28.0,48.0,6.0,1.0,0.10000000149011612,2.0,0.0,85.0,165.0,1.0,0.0,-4.605170249938965
142.0,2.0,5.0,22.0,72.0,1.0,0.0,5.0,0.0,0.0,133.0,192.0,5.0,0.0,-4.605170249938965
143.0,2.0,8.0,12.0,71.0,0.0,0.0,10.0,0.0,0.0,80.0,134.0,5.0,0.0,-4.605170249938965
144.0,2.0,7.0,30.0,92.0,8.0,1.0,0.5,2.0,2.0,110.0,178.0,5.0,0.0181818176060915,-3.569078207015991
145.0,2.0,6.0,9.0,39.0,4.0,0.0,10.0,0.0,2.0,121.0,183.0,5.0,0.01652892492711544,-3.6295197010040283
146.0,2.0,5.0,31.0,70.0,0.0,0.0,10.0,0.0,3.0,78.0,145.0,10.0,0.03846153989434242,-3.026984691619873
147.0,2.0,5.0,26.0,97.0,0.0,0.0,10.0,0.0,5.0,121.0,177.0,10.0,0.041322313249111176,-2.9696297645568848
148.0,2.0,6.0,5.0,32.0,2.0,0.0,0.5,0.0,0.0,138.0,192.0,0.5,0.0,-4.605170249938965
149.0,2.0,7.0,5.0,75.0,1.0,0.0,5.0,0.0,1.0,68.0,126.0,10.0,0.014705882407724857,-3.700713872909546
150.0,2.0,5.0,16.0,26.0,1.0,0.0,5.0,0.0,9.0,106.0,173.0,10.0,0.08490566164255142,-2.354871988296509
151.0,2.0,6.0,27.0,98.0,1.0,1.0,10.0,0.0,2.0,100.0,159.0,5.0,0.019999999552965164,-3.5065579414367676
152.0,2.0,9.0,17.0,56.0,3.0,0.0,10.0,0.0,4.0,83.0,139.0,10.0,0.048192769289016724,-2.843994140625
153.0,2.0,7.0,14.0,80.0,0.0,0.0,10.0,0.0,11.0,136.0,195.0,10.0,0.08088235557079315,-2.3981895446777344
154.0,2.0,7.0,12.0,82.0,0.0,0.0,10.0,0.0,3.0,117.0,170.0,10.0,0.025641025975346565,-3.3342578411102295
155.0,2.0,5.0,30.0,45.0,1.0,0.0,10.0,0.0,3.0,111.0,174.0,10.0,0.027027027681469917,-3.296107053756714
156.0,2.0,7.0,25.0,66.0,5.0,0.0,5.0,1.0,2.0,70.0,139.0,10.0,0.02857142873108387,-3.2552435398101807
